Species	Ensembl ID	Gene Name	Log2FC	FDR
Human	ENSG00000198736	MSRB1	0.480591	0.00987203
Human	ENSG00000179833	SERTAD2	0.480297	0.00551405
Human	ENSG00000196072	BLOC1S2	0.480249	0.01232
Human	ENSG00000197324	LRP10	0.480037	0.000891501
Human	ENSG00000101825	MXRA5	0.479725	0.00125488
Human	ENSG00000170955	PRKCDBP	0.47852	0.00162169
Human	ENSG00000167157	PRRX2	0.478363	0.00418092
Human	ENSG00000102575	ACP5	0.476894	0.0116788
Human	ENSG00000147889	CDKN2A	0.476452	0.0324064
Human	ENSG00000171155	C1GALT1C1	0.476399	0.00908743
Human	ENSG00000104228	TRIM35	0.476329	0.0170482
Human	ENSG00000197555	SIPA1L1	0.475693	0.00285555
Human	ENSG00000175573	C11orf68	0.475685	0.00229882
Human	ENSG00000143575	HAX1	0.475395	0.00300909
Human	ENSG00000101972	STAG2	0.474779	0.00886079
Human	ENSG00000112276	BVES	0.473751	0.004766
Human	ENSG00000136052	SLC41A2	0.473663	0.0393319
Human	ENSG00000104635	SLC39A14	0.472913	0.00327209
Human	ENSG00000234518	PTGES3P1	0.472626	0.0190657
Human	ENSG00000103642	LACTB	0.472471	0.0247061
Human	ENSG00000110108	TMEM109	0.471501	0.00299591
Human	ENSG00000188015	S100A3	0.470412	0.0349594
Human	ENSG00000011422	PLAUR	0.4704	0.00212783
Human	ENSG00000136758	YME1L1	0.469438	0.0021714
Human	ENSG00000235863	B3GALT4	0.46881	0.0295637
Human	ENSG00000175550	DRAP1	0.468488	0.00723237
Human	ENSG00000166326	TRIM44	0.468032	0.00269218
Human	ENSG00000104964	AES	0.467736	0.00962418
Human	ENSG00000164379	FOXQ1	0.467708	0.0285765
Human	ENSG00000196975	ANXA4	0.467615	0.00163362
Human	ENSG00000183726	TMEM50A	0.467315	0.00155745
Human	ENSG00000011243	AKAP8L	0.467306	0.00873217
Human	ENSG00000183624	HMCES	0.466803	0.00934937
Human	ENSG00000151849	CENPJ	0.466507	0.0410286
Human	ENSG00000138600	SPPL2A	0.466199	0.00695821
Human	ENSG00000118197	DDX59	0.465868	0.0229174
Human	ENSG00000149541	B3GAT3	0.465613	0.0140043
Human	ENSG00000162545	CAMK2N1	0.46518	0.00183978
Human	ENSG00000136040	PLXNC1	0.465057	0.0043948
Human	ENSG00000134285	FKBP11	0.465055	0.0130614
Human	ENSG00000065613	SLK	0.464874	0.00291122
Human	ENSG00000121390	PSPC1	0.46451	0.00432817
Human	ENSG00000138119	MYOF	0.464404	0.00103403
Human	ENSG00000159023	EPB41	0.463216	0.037021
Human	ENSG00000187634	SAMD11	0.463107	0.00276174
Human	ENSG00000100644	HIF1A	0.462881	0.00304013
Human	ENSG00000165322	ARHGAP12	0.46116	0.0147176
Human	ENSG00000179152	TCAIM	0.460598	0.0349502
Human	ENSG00000150961	SEC24D	0.459749	0.00548572
Human	ENSG00000158290	CUL4B	0.459526	0.00666322
Human	ENSG00000013364	MVP	0.459041	0.00558056
Human	ENSG00000152457	DCLRE1C	0.458612	0.0263622
Human	ENSG00000143147	GPR161	0.458326	0.0285915
Human	ENSG00000204256	BRD2	0.458006	0.00155919
Human	ENSG00000176842	IRX5	0.45798	0.0386697
Human	ENSG00000157106	SMG1	0.45698	0.00184352
Human	ENSG00000143549	TPM3	0.456841	0.00119911
Human	ENSG00000085832	EPS15	0.45657	0.00524402
Human	ENSG00000137216	TMEM63B	0.456536	0.00642558
Human	ENSG00000004897	CDC27	0.456178	0.00776351
Human	ENSG00000165029	ABCA1	0.456111	0.00383888
Human	ENSG00000142197	DOPEY2	0.456105	0.00902748
Human	ENSG00000144476	ACKR3	0.45584	0.0165191
Human	ENSG00000125968	ID1	0.455454	0.00311473
Human	ENSG00000174705	SH3PXD2B	0.454759	0.00139116
Human	ENSG00000136986	DERL1	0.453427	0.0042003
Human	ENSG00000115594	IL1R1	0.45328	0.00367704
Human	ENSG00000171246	NPTX1	0.45321	0.00345009
Human	ENSG00000102763	VWA8	0.452863	0.0340513
Human	ENSG00000100418	DESI1	0.452295	0.00544624
Human	ENSG00000115762	PLEKHB2	0.452044	0.00432567
Human	ENSG00000117020	AKT3	0.452005	0.00484972
Human	ENSG00000133398	MED10	0.451654	0.0174232
Human	ENSG00000154640	BTG3	0.451263	0.00993097
Human	ENSG00000147010	SH3KBP1	0.451198	0.00171373
Human	ENSG00000136925	TSTD2	0.450598	0.0121681
Human	ENSG00000128789	PSMG2	0.45029	0.0144766
Human	ENSG00000107175	CREB3	0.449898	0.00633737
Human	ENSG00000186480	INSIG1	0.449728	0.016185
Human	ENSG00000151366	NDUFC2	0.449608	0.0338005
Human	ENSG00000128563	PRKRIP1	0.448907	0.0171172
Human	ENSG00000136100	VPS36	0.44864	0.0163903
Human	ENSG00000034510	TMSB10	0.448285	0.00316774
Human	ENSG00000126561	STAT5A	0.447999	0.0153643
Human	ENSG00000159403	C1R	0.447126	0.00613926
Human	ENSG00000105829	BET1	0.446744	0.0231523
Human	ENSG00000185608	MRPL40	0.446042	0.0138309
Human	ENSG00000094631	HDAC6	0.445956	0.0122375
Human	ENSG00000033627	ATP6V0A1	0.445625	0.00837184
Human	ENSG00000135535	CD164	0.444209	0.00591181
Human	ENSG00000118564	FBXL5	0.442339	0.0271537
Human	ENSG00000116871	MAP7D1	0.441742	0.014375
Human	ENSG00000184743	ATL3	0.441548	0.0118886
Human	ENSG00000136717	BIN1	0.4412	0.0182771
Human	ENSG00000065923	SLC9A7	0.44083	0.0421503
Human	ENSG00000119632	IFI27L2	0.440456	0.0102265
Human	ENSG00000151617	EDNRA	0.440186	0.035485
Human	ENSG00000115977	AAK1	0.440127	0.0422239
Human	ENSG00000100258	LMF2	0.439508	0.0175883
Human	ENSG00000225968	ELFN1	0.43931	0.0113496
Human	ENSG00000006451	RALA	0.438923	0.007384
Human	ENSG00000108219	TSPAN14	0.438907	0.0202942
Human	ENSG00000145354	CISD2	0.437978	0.035101
Human	ENSG00000135596	MICAL1	0.437169	0.00532998
Human	ENSG00000110719	TCIRG1	0.437116	0.0104514
Human	ENSG00000109610	SOD3	0.436151	0.0319516
Human	ENSG00000181045	SLC26A11	0.435953	0.0301864
Human	ENSG00000023318	ERP44	0.435624	0.00551405
Human	ENSG00000172292	CERS6	0.43475	0.0312546
Human	ENSG00000117362	APH1A	0.434485	0.00580778
Human	ENSG00000145623	OSMR	0.433756	0.00393295
Human	ENSG00000166949	SMAD3	0.433511	0.00347653
Human	ENSG00000162885	B3GALNT2	0.433006	0.037441
Human	ENSG00000174718	KIAA1551	0.432444	0.0290141
Human	ENSG00000166923	GREM1	0.431289	0.0030989
Human	ENSG00000136859	ANGPTL2	0.430958	0.00432567
Human	ENSG00000105221	AKT2	0.430757	0.00460185
Human	ENSG00000115020	PIKFYVE	0.430477	0.0191952
Human	ENSG00000135318	NT5E	0.429939	0.00835618
Human	ENSG00000123130	ACOT9	0.429781	0.0118753
Human	ENSG00000172530	BANP	0.429083	0.044354
Human	ENSG00000130956	HABP4	0.428279	0.0126204
Human	ENSG00000145687	SSBP2	0.428208	0.0219533
Human	ENSG00000119139	TJP2	0.427479	0.00425192
Human	ENSG00000088298	EDEM2	0.427266	0.0075809
Human	ENSG00000144647	POMGNT2	0.426039	0.037322
Human	ENSG00000106299	WASL	0.42597	0.0133905
Human	ENSG00000111058	ACSS3	0.425954	0.0354492
Human	ENSG00000100225	FBXO7	0.425458	0.0048083
Human	ENSG00000101004	NINL	0.424908	0.0450769
Human	ENSG00000181804	SLC9A9	0.423715	0.014274
Human	ENSG00000143398	PIP5K1A	0.423602	0.00887581
Human	ENSG00000245532	NEAT1	0.4235	0.0181813
Human	ENSG00000115935	WIPF1	0.423421	0.00454433
Human	ENSG00000167994	RAB3IL1	0.423224	0.0241287
Human	ENSG00000054267	ARID4B	0.422531	0.0281342
Human	ENSG00000066135	KDM4A	0.422497	0.0088859
Human	ENSG00000137413	TAF8	0.422354	0.0314414
Human	ENSG00000116127	ALMS1	0.42168	0.0289294
Human	ENSG00000122786	CALD1	0.420887	0.00328548
Human	ENSG00000140157	NIPA2	0.420788	0.0112094
Human	ENSG00000163531	NFASC	0.419242	0.00524567
Human	ENSG00000163788	SNRK	0.419093	0.0312546
Human	ENSG00000176953	NFATC2IP	0.419004	0.012819
Human	ENSG00000131873	CHSY1	0.418751	0.0210309
Human	ENSG00000105643	ARRDC2	0.417524	0.0199749
Human	ENSG00000136813	KIAA0368	0.416713	0.00490025
Human	ENSG00000064932	SBNO2	0.416403	0.0301838
Human	ENSG00000134871	COL4A2	0.413834	0.00784049
Human	ENSG00000157191	NECAP2	0.413574	0.00536956
Human	ENSG00000143774	GUK1	0.412893	0.00820255
Human	ENSG00000059758	CDK17	0.4127	0.0128775
Human	ENSG00000136231	IGF2BP3	0.412251	0.0255762
Human	ENSG00000143106	PSMA5	0.411585	0.0103875
Human	ENSG00000101294	HM13	0.410643	0.00838558
Human	ENSG00000116747	TROVE2	0.410336	0.0377263
Human	ENSG00000058799	YIPF1	0.410292	0.0266703
Human	ENSG00000135842	FAM129A	0.410059	0.0137997
Human	ENSG00000165389	SPTSSA	0.407631	0.0281476
Human	ENSG00000092964	DPYSL2	0.407552	0.00975337
Human	ENSG00000134575	ACP2	0.406708	0.0207552
Human	ENSG00000157216	SSBP3	0.406681	0.00950803
Human	ENSG00000168264	IRF2BP2	0.406623	0.0269071
Human	ENSG00000080189	SLC35C2	0.405665	0.0152252
Human	ENSG00000130313	PGLS	0.40537	0.0291724
Human	ENSG00000122515	ZMIZ2	0.405018	0.0318329
Human	ENSG00000120675	DNAJC15	0.404246	0.0474881
Human	ENSG00000136156	ITM2B	0.403274	0.0156905
Human	ENSG00000157827	FMNL2	0.402854	0.0156905
Human	ENSG00000231389	HLA-DPA1	0.402187	0.045865
Human	ENSG00000136279	DBNL	0.401924	0.0343856
Human	ENSG00000175073	VCPIP1	0.401797	0.0351867
Human	ENSG00000119383	PPP2R4	0.401745	0.0100535
Human	ENSG00000131507	NDFIP1	0.401708	0.0223438
Human	ENSG00000087074	PPP1R15A	0.401507	0.0395292
Human	ENSG00000196943	NOP9	0.401268	0.0422727
Human	ENSG00000137575	SDCBP	0.401109	0.0256165
Human	ENSG00000197081	IGF2R	0.399206	0.00592229
Human	ENSG00000138246	DNAJC13	0.399062	0.0121619
Human	ENSG00000129003	VPS13C	0.397681	0.0196635
Human	ENSG00000152818	UTRN	0.397234	0.00787879
Human	ENSG00000163320	CGGBP1	0.396684	0.0292249
Human	ENSG00000124356	STAMBP	0.396605	0.0391724
Human	ENSG00000182463	TSHZ2	0.396043	0.0458799
Human	ENSG00000087157	PGS1	0.396038	0.0204141
Human	ENSG00000011376	LARS2	0.395733	0.0277064
Human	ENSG00000154803	FLCN	0.394518	0.0217218
Human	ENSG00000006530	AGK	0.394434	0.0319875
Human	ENSG00000136205	TNS3	0.394413	0.0331517
Human	ENSG00000213699	SLC35F6	0.393312	0.023279
Human	ENSG00000149577	SIDT2	0.393142	0.0131451
Human	ENSG00000251705	RNA5-8SP6	0.392979	0.014419
Human	ENSG00000198561	CTNND1	0.392076	0.00845491
Human	ENSG00000147044	CASK	0.391587	0.0299785
Human	ENSG00000178202	KDELC2	0.390436	0.0285915
Human	ENSG00000116793	PHTF1	0.388702	0.0373866
Human	ENSG00000152558	TMEM123	0.387947	0.0373866
Human	ENSG00000143815	LBR	0.386832	0.0370709
Human	ENSG00000116667	C1orf21	0.386656	0.0354146
Human	ENSG00000143382	ADAMTSL4	0.386351	0.0238882
Human	ENSG00000099917	MED15	0.38633	0.0217509
Human	ENSG00000008294	SPAG9	0.385309	0.00826353
Human	ENSG00000134287	ARF3	0.385076	0.0123586
Human	ENSG00000144468	RHBDD1	0.385047	0.0373888
Human	ENSG00000151414	NEK7	0.384982	0.0481148
Human	ENSG00000163634	THOC7	0.384289	0.033574
Human	ENSG00000141562	NARF	0.382553	0.031759
Human	ENSG00000111885	MAN1A1	0.382237	0.0135483
Human	ENSG00000128245	YWHAH	0.382227	0.0127254
Human	ENSG00000057252	SOAT1	0.380291	0.0380907
Human	ENSG00000185591	SP1	0.378973	0.0210328
Human	ENSG00000105856	HBP1	0.377288	0.0417431
Human	ENSG00000197818	SLC9A8	0.376973	0.0464925
Human	ENSG00000107984	DKK1	0.374639	0.0273209
Human	ENSG00000124486	USP9X	0.37426	0.023812
Human	ENSG00000083896	YTHDC1	0.372744	0.0293239
Human	ENSG00000074219	TEAD2	0.370802	0.0365293
Human	ENSG00000177469	PTRF	0.370355	0.0113238
Human	ENSG00000148908	RGS10	0.369595	0.0380493
Human	ENSG00000138688	KIAA1109	0.369166	0.0223686
Human	ENSG00000076685	NT5C2	0.369017	0.0231726
Human	ENSG00000166347	CYB5A	0.368324	0.04645
Human	ENSG00000068697	LAPTM4A	0.367657	0.0290141
Human	ENSG00000176170	SPHK1	0.367638	0.0360509
Human	ENSG00000116774	OLFML3	0.36746	0.013131
Human	ENSG00000132694	ARHGEF11	0.367199	0.0293722
Human	ENSG00000143537	ADAM15	0.366948	0.0468168
Human	ENSG00000139926	FRMD6	0.366375	0.0365007
Human	ENSG00000182326	C1S	0.365885	0.012875
Human	ENSG00000164125	FAM198B	0.365614	0.0436575
Human	ENSG00000215193	PEX26	0.364836	0.0337464
Human	ENSG00000187231	SESTD1	0.364292	0.0408304
Human	ENSG00000125651	GTF2F1	0.3636	0.0304117
Human	ENSG00000125304	TM9SF2	0.362246	0.0216217
Human	ENSG00000112096	SOD2	0.362179	0.0338425
Human	ENSG00000141424	SLC39A6	0.361478	0.0192926
Human	ENSG00000171055	FEZ2	0.361453	0.0342185
Human	ENSG00000213853	EMP2	0.361214	0.0213751
Human	ENSG00000173918	C1QTNF1	0.359717	0.0295265
Human	ENSG00000083223	ZCCHC6	0.359402	0.0392944
Human	ENSG00000113712	CSNK1A1	0.358601	0.027755
Human	ENSG00000131386	GALNT15	0.358124	0.0158908
Human	ENSG00000072958	AP1M1	0.357306	0.0244717
Human	ENSG00000102316	MAGED2	0.357078	0.0168436
Human	ENSG00000174243	DDX23	0.355784	0.0268874
Human	ENSG00000169554	ZEB2	0.355748	0.0227128
Human	ENSG00000104611	SH2D4A	0.355325	0.0425135
Human	ENSG00000128272	ATF4	0.355165	0.0173334
Human	ENSG00000130255	RPL36	0.355087	0.0379489
Human	ENSG00000105953	OGDH	0.354788	0.0370894
Human	ENSG00000100300	TSPO	0.354722	0.0380326
Human	ENSG00000084090	STARD7	0.353615	0.0401025
Human	ENSG00000197757	HOXC6	0.352228	0.032477
Human	ENSG00000168461	RAB31	0.351055	0.0260618
Human	ENSG00000117519	CNN3	0.350004	0.0220019
Human	ENSG00000037965	HOXC8	0.347038	0.0333901
Human	ENSG00000150593	PDCD4	0.346323	0.0356053
Human	ENSG00000198833	UBE2J1	0.344816	0.043515
Human	ENSG00000131171	SH3BGRL	0.34415	0.0482147
Human	ENSG00000006327	TNFRSF12A	0.344149	0.0266542
Human	ENSG00000106052	TAX1BP1	0.34402	0.0347285
Human	ENSG00000101557	USP14	0.342127	0.0452433
Human	ENSG00000157045	NTAN1	0.34191	0.0473704
Human	ENSG00000101608	MYL12A	0.341461	0.0247025
Human	ENSG00000112335	SNX3	0.341072	0.0332968
Human	ENSG00000177706	FAM20C	0.340591	0.0437402
Human	ENSG00000122863	CHST3	0.340137	0.0340881
Human	ENSG00000099331	MYO9B	0.33998	0.0391532
Human	ENSG00000171314	PGAM1	0.339605	0.0295637
Human	ENSG00000198721	ECI2	0.339438	0.0311504
Human	ENSG00000008513	ST3GAL1	0.338731	0.0267265
Human	ENSG00000146072	TNFRSF21	0.338213	0.0335296
Human	ENSG00000155660	PDIA4	0.338139	0.0233548
Human	ENSG00000044115	CTNNA1	0.336421	0.0232221
Human	ENSG00000126067	PSMB2	0.3362	0.0389205
Human	ENSG00000102287	GABRE	0.334736	0.0408589
Human	ENSG00000117500	TMED5	0.334533	0.043247
Human	ENSG00000129048	ACKR4	0.33112	0.0460629
Human	ENSG00000160691	SHC1	0.330973	0.041967
Human	ENSG00000023902	PLEKHO1	0.328798	0.0474881
Human	ENSG00000233276	GPX1	0.322918	0.042048
Human	ENSG00000165801	ARHGEF40	0.322616	0.0497105
Human	ENSG00000112739	PRPF4B	0.321262	0.045865
Human	ENSG00000072110	ACTN1	0.319703	0.0351162
Human	ENSG00000141753	IGFBP4	0.317562	0.0362354
Human	ENSG00000188895	MSL1	0.315075	0.0491105
Human	ENSG00000177600	RPLP2	0.311465	0.0389307
Human	ENSG00000166825	ANPEP	0.307822	0.0457645
Human	ENSG00000196230	TUBB	-0.317955	0.043396
Human	ENSG00000132466	ANKRD17	-0.318333	0.0477427
Human	ENSG00000173210	ABLIM3	-0.3223	0.040532
Human	ENSG00000124126	PREX1	-0.324068	0.0486388
Human	ENSG00000144381	HSPD1	-0.324898	0.0432441
Human	ENSG00000126524	SBDS	-0.325	0.0420297
Human	ENSG00000130726	TRIM28	-0.329867	0.0458799
Human	ENSG00000112081	SRSF3	-0.330344	0.0349056
Human	ENSG00000132463	GRSF1	-0.330861	0.0421503
Human	ENSG00000090615	GOLGA3	-0.331147	0.0489896
Human	ENSG00000132383	RPA1	-0.332712	0.0398566
Human	ENSG00000145907	G3BP1	-0.335472	0.031414
Human	ENSG00000083857	FAT1	-0.336395	0.0350814
Human	ENSG00000173473	SMARCC1	-0.34089	0.0419056
Human	ENSG00000167552	TUBA1A	-0.341423	0.0389756
Human	ENSG00000138942	RNF185	-0.341462	0.0355809
Human	ENSG00000157933	SKI	-0.342091	0.0331517
Human	ENSG00000147224	PRPS1	-0.342937	0.0445842
Human	ENSG00000130227	XPO7	-0.344577	0.0395865
Human	ENSG00000138757	G3BP2	-0.346925	0.0292588
Human	ENSG00000092148	HECTD1	-0.34972	0.0433948
Human	ENSG00000134508	CABLES1	-0.351529	0.0204416
Human	ENSG00000115993	TRAK2	-0.351806	0.030291
Human	ENSG00000163655	GMPS	-0.352782	0.0409406
Human	ENSG00000182670	TTC3	-0.35436	0.0310526
Human	ENSG00000070778	PTPN21	-0.355108	0.0340881
Human	ENSG00000124228	DDX27	-0.356162	0.0429111
Human	ENSG00000143157	POGK	-0.356541	0.0453103
Human	ENSG00000104738	MCM4	-0.357046	0.0279533
Human	ENSG00000196591	HDAC2	-0.357163	0.0312183
Human	ENSG00000154767	XPC	-0.359707	0.043174
Human	ENSG00000134375	TIMM17A	-0.360547	0.0493518
Human	ENSG00000174197	MGA	-0.361252	0.0389138
Human	ENSG00000204120	GIGYF2	-0.361604	0.0285765
Human	ENSG00000096063	SRPK1	-0.364057	0.0413544
Human	ENSG00000175137	SH3BP5L	-0.364266	0.0422239
Human	ENSG00000169213	RAB3B	-0.364346	0.026597
Human	ENSG00000167005	NUDT21	-0.364677	0.0332768
Human	ENSG00000128928	IVD	-0.365162	0.0326429
Human	ENSG00000101654	RNMT	-0.366336	0.0403666
Human	ENSG00000128591	FLNC	-0.366626	0.012819
Human	ENSG00000102974	CTCF	-0.366642	0.0449065
Human	ENSG00000106638	TBL2	-0.367586	0.0298328
Human	ENSG00000108854	SMURF2	-0.369682	0.0468556
Human	ENSG00000174437	ATP2A2	-0.369804	0.0252085
Human	ENSG00000129116	PALLD	-0.370025	0.0237647
Human	ENSG00000170035	UBE2E3	-0.3705	0.0377729
Human	ENSG00000134874	DZIP1	-0.370768	0.0340778
Human	ENSG00000182481	KPNA2	-0.371876	0.0338524
Human	ENSG00000225648	SBDSP1	-0.372291	0.0459127
Human	ENSG00000196305	IARS	-0.373289	0.0156352
Human	ENSG00000149948	HMGA2	-0.373571	0.0381665
Human	ENSG00000205339	IPO7	-0.373876	0.021832
Human	ENSG00000108055	SMC3	-0.374023	0.0490631
Human	ENSG00000106070	GRB10	-0.374371	0.0248496
Human	ENSG00000092201	SUPT16H	-0.374999	0.0175912
Human	ENSG00000167699	GLOD4	-0.375035	0.0408946
Human	ENSG00000177169	ULK1	-0.375895	0.0371562
Human	ENSG00000164091	WDR82	-0.377439	0.0139809
Human	ENSG00000136450	SRSF1	-0.377727	0.0151065
Human	ENSG00000116560	SFPQ	-0.378313	0.0178431
Human	ENSG00000242247	ARFGAP3	-0.379187	0.020278
Human	ENSG00000103111	MON1B	-0.380183	0.0416386
Human	ENSG00000087269	NOP14	-0.380589	0.0473226
Human	ENSG00000125633	CCDC93	-0.382419	0.0154145
Human	ENSG00000179295	PTPN11	-0.382592	0.0105832
Human	ENSG00000131370	SH3BP5	-0.382639	0.0223438
Human	ENSG00000182752	PAPPA	-0.382933	0.0255762
Human	ENSG00000114554	PLXNA1	-0.382995	0.035101
Human	ENSG00000165533	TTC8	-0.383086	0.0463819
Human	ENSG00000167721	TSR1	-0.383351	0.0211199
Human	ENSG00000057935	MTA3	-0.383614	0.0469614
Human	ENSG00000197217	ENTPD4	-0.383739	0.0379489
Human	ENSG00000119812	FAM98A	-0.384825	0.0192926
Human	ENSG00000148730	EIF4EBP2	-0.38502	0.0200419
Human	ENSG00000172315	TP53RK	-0.386008	0.0309599
Human	ENSG00000005483	KMT2E	-0.386012	0.0253117
Human	ENSG00000122687	FTSJ2	-0.386612	0.0380907
Human	ENSG00000107625	DDX50	-0.38662	0.0356849
Human	ENSG00000096070	BRPF3	-0.386732	0.0238431
Human	ENSG00000162521	RBBP4	-0.387493	0.0216071
Human	ENSG00000153046	CDYL	-0.388561	0.0402384
Human	ENSG00000163811	WDR43	-0.388627	0.0351678
Human	ENSG00000253293	HOXA10	-0.388769	0.0458799
Human	ENSG00000128699	ORMDL1	-0.389882	0.0457914
Human	ENSG00000140948	ZCCHC14	-0.390423	0.0238697
Human	ENSG00000110048	OSBP	-0.390687	0.0167181
Human	ENSG00000138381	ASNSD1	-0.390839	0.0349978
Human	ENSG00000120742	SERP1	-0.390962	0.0159006
Human	ENSG00000177946	CENPBD1	-0.391378	0.0495805
Human	ENSG00000156471	PTDSS1	-0.391419	0.0234162
Human	ENSG00000107021	TBC1D13	-0.391892	0.019116
Human	ENSG00000153823	PID1	-0.39347	0.0404254
Human	ENSG00000149782	PLCB3	-0.393921	0.0387526
Human	ENSG00000163960	UBXN7	-0.395346	0.0381354
Human	ENSG00000101544	ADNP2	-0.395444	0.0479408
Human	ENSG00000117597	DIEXF	-0.395676	0.0141608
Human	ENSG00000206560	ANKRD28	-0.396554	0.0126566
Human	ENSG00000187601	MAGEH1	-0.396609	0.034722
Human	ENSG00000091436	AC013461.1	-0.397625	0.0170283
Human	ENSG00000113282	CLINT1	-0.397715	0.0153854
Human	ENSG00000088205	DDX18	-0.397893	0.0249628
Human	ENSG00000051009	FAM160A2	-0.397909	0.0380907
Human	ENSG00000134900	TPP2	-0.398578	0.0218084
Human	ENSG00000104728	ARHGEF10	-0.398603	0.0192052
Human	ENSG00000114686	MRPL3	-0.399109	0.0235004
Human	ENSG00000166398	KIAA0355	-0.39923	0.0375174
Human	ENSG00000116337	AMPD2	-0.399849	0.0248496
Human	ENSG00000224078	SNHG14	-0.400139	0.0334725
Human	ENSG00000106144	CASP2	-0.400995	0.0403142
Human	ENSG00000153989	NUS1	-0.401145	0.0377263
Human	ENSG00000055483	USP36	-0.401223	0.0311548
Human	ENSG00000103091	WDR59	-0.401379	0.040287
Human	ENSG00000138604	GLCE	-0.401965	0.0264658
Human	ENSG00000171792	RHNO1	-0.404049	0.040532
Human	ENSG00000253873	PCDHGA11	-0.404103	0.0380823
Human	ENSG00000180543	TSPYL5	-0.404406	0.0313515
Human	ENSG00000154229	PRKCA	-0.404418	0.0145216
Human	ENSG00000134853	PDGFRA	-0.405298	0.0121294
Human	ENSG00000085433	WDR47	-0.405386	0.036284
Human	ENSG00000004975	DVL2	-0.405486	0.0249503
Human	ENSG00000126261	UBA2	-0.405701	0.010532
Human	ENSG00000160991	ORAI2	-0.406473	0.0331517
Human	ENSG00000160199	PKNOX1	-0.408471	0.0242989
Human	ENSG00000138411	HECW2	-0.409079	0.0291263
Human	ENSG00000090316	MAEA	-0.409151	0.0290361
Human	ENSG00000180370	PAK2	-0.410032	0.00848685
Human	ENSG00000109445	ZNF330	-0.410486	0.0313885
Human	ENSG00000149313	AASDHPPT	-0.41051	0.0303079
Human	ENSG00000120705	ETF1	-0.411042	0.0056142
Human	ENSG00000125834	STK35	-0.411485	0.0334725
Human	ENSG00000103187	COTL1	-0.412727	0.0480969
Human	ENSG00000116455	WDR77	-0.413687	0.0420612
Human	ENSG00000146963	LUC7L2	-0.41369	0.0438051
Human	ENSG00000166938	DIS3L	-0.414237	0.0415181
Human	ENSG00000168066	SF1	-0.41451	0.00843554
Human	ENSG00000162813	BPNT1	-0.415301	0.0421039
Human	ENSG00000039523	FAM65A	-0.415341	0.0292588
Human	ENSG00000184304	PRKD1	-0.415708	0.0246541
Human	ENSG00000243156	MICAL3	-0.41623	0.0232781
Human	ENSG00000014123	UFL1	-0.416267	0.0268093
Human	ENSG00000066044	ELAVL1	-0.416278	0.0105453
Human	ENSG00000197258	EIF4BP6	-0.416628	0.0269271
Human	ENSG00000120709	FAM53C	-0.416782	0.00872583
Human	ENSG00000160007	ARHGAP35	-0.416924	0.0107879
Human	ENSG00000084731	KIF3C	-0.417426	0.0221651
Human	ENSG00000127527	EPS15L1	-0.417551	0.0248867
Human	ENSG00000136068	FLNB	-0.41792	0.00535998
Human	ENSG00000215105	TTC3P1	-0.417921	0.0375943
Human	ENSG00000100234	TIMP3	-0.418084	0.00455893
Human	ENSG00000143756	FBXO28	-0.418249	0.0204463
Human	ENSG00000113552	GNPDA1	-0.418947	0.0105906
