gene_name	gene_biotype	num_isoforms_total	num_protein_coding_isoforms	num_retained_intron_isoforms	num_nonsense_mediated_decay_isoforms	num_protein_coding_CDS_not_defined_isoforms	num_non_coding_isoforms	source
FGA	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000306549	lncRNA	1	0	0	0	0	1	ensembl
FGG	protein_coding	12	6	6	0	0	0	ensembl
ENSG00000309780	lncRNA	1	0	0	0	0	1	ensembl
LRAT	protein_coding	8	3	1	0	4	0	ensembl
ENSG00000294315	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249041	lncRNA	1	0	0	0	0	1	ensembl
RBM46	protein_coding	4	4	0	0	0	0	ensembl
RNU2-66P	snRNA	1	0	0	0	0	1	ensembl
RNU2-44P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000299707	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305561	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000305585	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000306472	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000304689	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000308420	lncRNA	1	0	0	0	0	1	ensembl
NPY2R-AS1	lncRNA	12	0	0	0	0	12	ensembl
MAP9-AS1	lncRNA	45	0	0	0	0	45	ensembl
NPY2R	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000249924	lncRNA	1	0	0	0	0	1	ensembl
MAP9	protein_coding	9	7	1	1	0	0	ensembl
ENSG00000287730	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000251244	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000295585	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305099	lncRNA	1	0	0	0	0	1	ensembl
GUCY1A1	protein_coding	13	8	1	3	1	0	ensembl
ENSG00000302548	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000302537	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000260244	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298756	lncRNA	13	0	0	0	0	13	ensembl
GUCY1B1	protein_coding	8	8	0	0	0	0	ensembl
ASIC5	protein_coding	1	1	0	0	0	0	ensembl
TDO2	protein_coding	8	3	2	0	3	0	ensembl
CTSO	protein_coding	10	6	0	4	0	0	ensembl
ENSG00000289320	lncRNA	10	0	0	0	0	10	ensembl
ENSG00000300737	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000306151	lncRNA	18	0	0	0	0	18	ensembl
ENSG00000301377	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301356	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000301421	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301404	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000251511	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000305759	lncRNA	1	0	0	0	0	1	ensembl
LINC02272	lncRNA	11	0	0	0	0	11	ensembl
ENSG00000249479	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000248912	lncRNA	1	0	0	0	0	1	ensembl
PDGFC	protein_coding	9	2	0	2	5	0	ensembl
ENSG00000248629	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000299665	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000280284	TEC	1	0	0	0	0	1	ensembl
ENSG00000278880	TEC	1	0	0	0	0	1	ensembl
RPPH1-3P	ribozyme	1	0	0	0	0	1	ensembl
ENSG00000304483	lncRNA	2	0	0	0	0	2	ensembl
GLRB	protein_coding	7	4	1	2	0	0	ensembl
RNU6-582P	snRNA	1	0	0	0	0	1	ensembl
GRIA2	protein_coding	39	22	5	10	2	0	ensembl
ENSG00000304426	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287226	lncRNA	17	0	0	0	0	17	ensembl
LINC02433	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000249275	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000279703	TEC	1	0	0	0	0	1	ensembl
ENSG00000286862	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000279994	TEC	1	0	0	0	0	1	ensembl
ENSG00000305309	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000279139	TEC	1	0	0	0	0	1	ensembl
ENSG00000280140	TEC	1	0	0	0	0	1	ensembl
GASK1B	protein_coding	9	8	0	0	1	0	ensembl
GASK1B-AS1	lncRNA	10	0	0	0	0	10	ensembl
ENSG00000287822	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000304427	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000250604	lncRNA	20	0	0	0	0	20	ensembl
TMEM144	protein_coding	17	12	1	1	3	0	ensembl
ENSG00000286558	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000293013	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000304461	lncRNA	5	0	0	0	0	5	ensembl
RXFP1	protein_coding	11	7	0	2	2	0	ensembl
RNU4-79P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000249901	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000302000	lncRNA	1	0	0	0	0	1	ensembl
C4orf46	protein_coding	3	2	0	0	1	0	ensembl
ETFDH	protein_coding	46	13	19	9	5	0	ensembl
PPID	protein_coding	3	2	0	1	0	0	ensembl
ENSG00000294185	lncRNA	1	0	0	0	0	1	ensembl
FNIP2	protein_coding	6	3	1	0	2	0	ensembl
RNU6-128P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000289999	lncRNA	1	0	0	0	0	1	ensembl
SPMIP2	protein_coding	3	1	0	0	2	0	ensembl
ENSG00000302220	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000298444	lncRNA	1	0	0	0	0	1	ensembl
RAPGEF2	protein_coding	16	7	2	0	7	0	ensembl
MIR3688-1	miRNA	1	0	0	0	0	1	ensembl
MIR3688-2	miRNA	1	0	0	0	0	1	ensembl
ENSG00000308878	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000250180	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305430	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000306419	lncRNA	1	0	0	0	0	1	ensembl
LINC02233	lncRNA	2	0	0	0	0	2	ensembl
LINC02477	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298342	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000306264	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000249568	lncRNA	1	0	0	0	0	1	ensembl
FSTL5	protein_coding	5	3	0	0	2	0	ensembl
ENSG00000305023	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249419	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000306567	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000301243	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296865	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000307410	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000295172	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000248431	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000287072	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000295194	lncRNA	4	0	0	0	0	4	ensembl
MIR4454	miRNA	1	0	0	0	0	1	ensembl
ENSG00000250027	lncRNA	4	0	0	0	0	4	ensembl
NAF1	protein_coding	6	3	3	0	0	0	ensembl
ENSG00000307938	lncRNA	1	0	0	0	0	1	ensembl
NPY1R	protein_coding	7	7	0	0	0	0	ensembl
NPY5R	protein_coding	3	3	0	0	0	0	ensembl
TKTL2	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000308927	lncRNA	1	0	0	0	0	1	ensembl
TMA16	protein_coding	9	5	3	0	1	0	ensembl
MARCHF1	protein_coding	15	5	4	1	5	0	ensembl
ENSG00000273449	lncRNA	1	0	0	0	0	1	ensembl
RN7SKP105	misc_RNA	1	0	0	0	0	1	ensembl
RNU6-284P	snRNA	1	0	0	0	0	1	ensembl
SMIM31	protein_coding	2	2	0	0	0	0	ensembl
RNU6-668P	snRNA	1	0	0	0	0	1	ensembl
APELA	protein_coding	5	2	1	1	1	0	ensembl
ENSG00000285563	lncRNA	1	0	0	0	0	1	ensembl
TRIM61	protein_coding	3	3	0	0	0	0	ensembl
FAM218A	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298155	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000250887	lncRNA	1	0	0	0	0	1	ensembl
TRIM60	protein_coding	5	5	0	0	0	0	ensembl
TRIM75	protein_coding	1	1	0	0	0	0	ensembl
TMEM192	protein_coding	3	3	0	0	0	0	ensembl
ENSG00000309621	lncRNA	1	0	0	0	0	1	ensembl
KLHL2	protein_coding	10	7	0	1	2	0	ensembl
RNU4-87P	snRNA	1	0	0	0	0	1	ensembl
GK3	protein_coding	1	1	0	0	0	0	ensembl
MSMO1	protein_coding	5	5	0	0	0	0	ensembl
ENSG00000309940	lncRNA	1	0	0	0	0	1	ensembl
CPE	protein_coding	5	4	0	0	1	0	ensembl
MIR578	miRNA	1	0	0	0	0	1	ensembl
ENSG00000297440	lncRNA	14	0	0	0	0	14	ensembl
ENSG00000297461	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305597	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287424	lncRNA	6	0	0	0	0	6	ensembl
LINC01179	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295074	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000297429	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000308680	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300062	lncRNA	2	0	0	0	0	2	ensembl
TLL1	protein_coding	6	4	0	2	0	0	ensembl
ENSG00000308604	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249675	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000308677	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303844	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000308568	lncRNA	1	0	0	0	0	1	ensembl
SPOCK3	protein_coding	26	17	0	9	0	0	ensembl
ENSG00000303310	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303322	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000250150	lncRNA	1	0	0	0	0	1	ensembl
RN7SL776P	misc_RNA	1	0	0	0	0	1	ensembl
RN7SKP188	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000298937	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000248601	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294687	lncRNA	5	0	0	0	0	5	ensembl
ANXA10	protein_coding	3	1	2	0	0	0	ensembl
ENSG00000287188	lncRNA	1	0	0	0	0	1	ensembl
DDX60	protein_coding	12	4	4	3	1	0	ensembl
DDX60L	protein_coding	16	8	3	0	5	0	ensembl
ENSG00000207171	snoRNA	1	0	0	0	0	1	ensembl
ENSG00000298211	lncRNA	1	0	0	0	0	1	ensembl
PALLD	protein_coding	19	14	5	0	0	0	ensembl
ENSG00000298193	lncRNA	2	0	0	0	0	2	ensembl
PALLD-AS1	lncRNA	1	0	0	0	0	1	ensembl
RNU6-1336P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000298506	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249609	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000279384	TEC	1	0	0	0	0	1	ensembl
CBR4	protein_coding	7	3	0	3	1	0	ensembl
RNU6-853P	snRNA	1	0	0	0	0	1	ensembl
RNY4P17	misc_RNA	1	0	0	0	0	1	ensembl
CBR4-DT	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000297065	lncRNA	6	0	0	0	0	6	ensembl
SH3RF1	protein_coding	5	3	0	1	1	0	ensembl
ENSG00000251171	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301423	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000289249	lncRNA	2	0	0	0	0	2	ensembl
NEK1	protein_coding	28	10	7	7	4	0	ensembl
ENSG00000286302	lncRNA	1	0	0	0	0	1	ensembl
CLCN3	protein_coding	9	7	0	0	2	0	ensembl
ENSG00000303898	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303876	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303860	lncRNA	3	0	0	0	0	3	ensembl
HPF1	protein_coding	3	1	2	0	0	0	ensembl
ENSG00000295852	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000295892	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295877	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287660	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000288003	lncRNA	1	0	0	0	0	1	ensembl
LINC02275	lncRNA	17	0	0	0	0	17	ensembl
ENSG00000287298	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000289508	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000251200	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000249955	lncRNA	1	0	0	0	0	1	ensembl
MFAP3L	protein_coding	11	10	0	0	1	0	ensembl
ENSG00000305757	lncRNA	1	0	0	0	0	1	ensembl
AADAT	protein_coding	8	7	1	0	0	0	ensembl
ENSG00000296173	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000309142	lncRNA	3	0	0	0	0	3	ensembl
LINC01612	lncRNA	11	0	0	0	0	11	ensembl
ENSG00000309161	lncRNA	1	0	0	0	0	1	ensembl
LINC02512	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301885	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293021	lncRNA	1	0	0	0	0	1	ensembl
LINC02382	lncRNA	1	0	0	0	0	1	ensembl
RNU6ATAC13P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000286580	lncRNA	2	0	0	0	0	2	ensembl
LINC02431	lncRNA	8	0	0	0	0	8	ensembl
MIR6082	miRNA	1	0	0	0	0	1	ensembl
LINC02504	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301909	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000287210	lncRNA	2	0	0	0	0	2	ensembl
LINC02174	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000251176	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000302608	lncRNA	1	0	0	0	0	1	ensembl
GALNTL6	protein_coding	6	3	0	0	3	0	ensembl
ENSG00000299213	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000309537	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303359	lncRNA	1	0	0	0	0	1	ensembl
GALNT7-DT	lncRNA	26	0	0	0	0	26	ensembl
RN7SL253P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000294732	lncRNA	1	0	0	0	0	1	ensembl
GALNT7	protein_coding	7	4	2	0	1	0	ensembl
MIR548T	miRNA	1	0	0	0	0	1	ensembl
ENSG00000290017	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000248774	lncRNA	2	0	0	0	0	2	ensembl
HMGB2	protein_coding	5	4	1	0	0	0	ensembl
ENSG00000288728	lncRNA	2	0	0	0	0	2	ensembl
SAP30-DT	lncRNA	14	0	0	0	0	14	ensembl
SAP30	protein_coding	2	1	0	0	1	0	ensembl
SCRG1	protein_coding	2	1	0	1	0	0	ensembl
ENSG00000288025	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000286226	lncRNA	1	0	0	0	0	1	ensembl
RNU6-1096P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000302225	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000261646	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000288776	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000286039	lncRNA	19	0	0	0	0	19	ensembl
ENSG00000302337	lncRNA	51	0	0	0	0	51	ensembl
HAND2-AS1	lncRNA	173	0	0	0	0	173	ensembl
ENSG00000302411	lncRNA	1	0	0	0	0	1	ensembl
HAND2	protein_coding	3	1	0	1	1	0	ensembl
ENSG00000302373	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000307894	lncRNA	2	0	0	0	0	2	ensembl
LINC02269	lncRNA	32	0	0	0	0	32	ensembl
ENSG00000301810	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000250043	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000251216	lncRNA	10	0	0	0	0	10	ensembl
LINC02268	lncRNA	40	0	0	0	0	40	ensembl
ENSG00000295367	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000251213	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295435	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295397	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000295417	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000289210	lncRNA	1	0	0	0	0	1	ensembl
FBXO8	protein_coding	5	4	0	1	0	0	ensembl
CEP44	protein_coding	10	8	1	1	0	0	ensembl
ENSG00000249875	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000307851	lncRNA	4	0	0	0	0	4	ensembl
MIR4276	miRNA	1	0	0	0	0	1	ensembl
HPGD	protein_coding	14	9	3	2	0	0	ensembl
ENSG00000251584	lncRNA	16	0	0	0	0	16	ensembl
ENSG00000293043	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000301729	lncRNA	17	0	0	0	0	17	ensembl
ENSG00000301750	lncRNA	1	0	0	0	0	1	ensembl
GLRA3	protein_coding	4	2	0	0	2	0	ensembl
ENSG00000299850	lncRNA	1	0	0	0	0	1	ensembl
ADAM29	protein_coding	14	9	1	0	4	0	ensembl
ENSG00000248551	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000304019	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000304000	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249945	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000299298	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000306810	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000289392	lncRNA	1	0	0	0	0	1	ensembl
GPM6A	protein_coding	21	18	1	0	2	0	ensembl
GPM6A-DT	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305142	lncRNA	1	0	0	0	0	1	ensembl
WDR17	protein_coding	8	5	1	1	1	0	ensembl
ENSG00000201516	snoRNA	1	0	0	0	0	1	ensembl
SPATA4	protein_coding	3	2	0	1	0	0	ensembl
ASB5	protein_coding	6	4	0	0	2	0	ensembl
ENSG00000296605	lncRNA	1	0	0	0	0	1	ensembl
SPCS3-AS1	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000289149	lncRNA	1	0	0	0	0	1	ensembl
SPCS3	protein_coding	4	1	2	0	1	0	ensembl
ENSG00000289520	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298014	lncRNA	2	0	0	0	0	2	ensembl
HAFML	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000309713	lncRNA	8	0	0	0	0	8	ensembl
VEGFC	protein_coding	2	1	0	0	1	0	ensembl
ENSG00000302442	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000287544	lncRNA	13	0	0	0	0	13	ensembl
ENSG00000249458	lncRNA	1	0	0	0	0	1	ensembl
LINC02509	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000299495	lncRNA	1	0	0	0	0	1	ensembl
RN7SKP136	misc_RNA	1	0	0	0	0	1	ensembl
NEIL3	protein_coding	2	1	0	1	0	0	ensembl
ENSG00000249084	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000302052	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000304606	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000295709	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000308162	lncRNA	1	0	0	0	0	1	ensembl
AGA	protein_coding	6	3	2	0	1	0	ensembl
AGA-DT	lncRNA	10	0	0	0	0	10	ensembl
RNA5SP172	rRNA	1	0	0	0	0	1	ensembl
ENSG00000307918	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000307902	lncRNA	1	0	0	0	0	1	ensembl
LINC01099	lncRNA	8	0	0	0	0	8	ensembl
LINC01098	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000294364	lncRNA	1	0	0	0	0	1	ensembl
RNU1-45P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000305997	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294303	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000212191	snoRNA	1	0	0	0	0	1	ensembl
ENSG00000301059	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000306915	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000250993	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293837	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296788	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287083	lncRNA	14	0	0	0	0	14	ensembl
ENSG00000307510	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000287775	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000306268	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000299149	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000289951	lncRNA	21	0	0	0	0	21	ensembl
ENSG00000295731	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000249883	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298435	lncRNA	1	0	0	0	0	1	ensembl
LINC00290	lncRNA	14	0	0	0	0	14	ensembl
ENSG00000301375	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301395	lncRNA	1	0	0	0	0	1	ensembl
LINC02500	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000304972	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300606	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305728	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000299420	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000286860	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287948	lncRNA	2	0	0	0	0	2	ensembl
TENM3-AS1	lncRNA	58	0	0	0	0	58	ensembl
RN7SKP13	misc_RNA	1	0	0	0	0	1	ensembl
TENM3	protein_coding	6	3	1	0	2	0	ensembl
ENSG00000248266	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000290012	lncRNA	1	0	0	0	0	1	ensembl
MIR1305	miRNA	1	0	0	0	0	1	ensembl
RNU2-34P	snRNA	1	0	0	0	0	1	ensembl
RN7SKP67	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000248816	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000248694	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000309834	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000286119	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298284	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000303584	lncRNA	18	0	0	0	0	18	ensembl
ENSG00000303565	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000272646	lncRNA	1	0	0	0	0	1	ensembl
DCTD	protein_coding	17	10	0	6	1	0	ensembl
ENSG00000309678	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000286821	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000297334	lncRNA	3	0	0	0	0	3	ensembl
CIBAR1P2	lncRNA	1	0	0	0	0	1	ensembl
WWC2-AS2	lncRNA	12	0	0	0	0	12	ensembl
ENSG00000273180	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000272784	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000310410	lncRNA	2	0	0	0	0	2	ensembl
WWC2	protein_coding	10	5	1	3	1	0	ensembl
WWC2-AS1	lncRNA	1	0	0	0	0	1	ensembl
CLDN22	protein_coding	1	1	0	0	0	0	ensembl
CLDN24	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000301933	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301954	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000310218	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000310247	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000301674	lncRNA	1	0	0	0	0	1	ensembl
CDKN2AIP	protein_coding	5	3	0	0	2	0	ensembl
ING2-DT	lncRNA	18	0	0	0	0	18	ensembl
ENSG00000296163	lncRNA	1	0	0	0	0	1	ensembl
ING2	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000296178	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000272744	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295489	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300111	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000295742	lncRNA	6	0	0	0	0	6	ensembl
RWDD4	protein_coding	7	5	0	2	0	0	ensembl
RNU6-479P	snRNA	1	0	0	0	0	1	ensembl
TRAPPC11	protein_coding	10	3	4	1	2	0	ensembl
RNU6-335P	snRNA	1	0	0	0	0	1	ensembl
RNU6-1053P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000287349	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000283383	lncRNA	2	0	0	0	0	2	ensembl
STOX2	protein_coding	5	3	0	1	1	0	ensembl
ENSG00000248206	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000283355	TEC	1	0	0	0	0	1	ensembl
ENPP6	protein_coding	4	2	2	0	0	0	ensembl
ENSG00000287433	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295598	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000295628	lncRNA	31	0	0	0	0	31	ensembl
ENSG00000295700	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295717	lncRNA	1	0	0	0	0	1	ensembl
RN7SL28P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000295654	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000295675	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000307487	lncRNA	1	0	0	0	0	1	ensembl
LINC02363	lncRNA	27	0	0	0	0	27	ensembl
LINC02362	lncRNA	14	0	0	0	0	14	ensembl
IRF2	protein_coding	23	16	0	5	2	0	ensembl
SNORD79	snoRNA	1	0	0	0	0	1	ensembl
ENSG00000270426	lncRNA	1	0	0	0	0	1	ensembl
IRF2-DT	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000301743	lncRNA	1	0	0	0	0	1	ensembl
LINC02427	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000300584	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000300604	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000310055	lncRNA	1	0	0	0	0	1	ensembl
LINC02365	lncRNA	27	0	0	0	0	27	ensembl
CASP3	protein_coding	11	8	2	1	0	0	ensembl
PRIMPOL	protein_coding	11	5	2	3	1	0	ensembl
CENPU	protein_coding	6	2	2	1	1	0	ensembl
ENSG00000307670	lncRNA	1	0	0	0	0	1	ensembl
ACSL1	protein_coding	16	14	1	1	0	0	ensembl
SLED1	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000251139	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000286256	lncRNA	5	0	0	0	0	5	ensembl
MIR3945HG	lncRNA	12	0	0	0	0	12	ensembl
MIR3945	miRNA	1	0	0	0	0	1	ensembl
ENSG00000309542	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000309559	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000289139	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000289197	lncRNA	7	0	0	0	0	7	ensembl
LINC01093	lncRNA	84	0	0	0	0	84	ensembl
ENSG00000304061	lncRNA	1	0	0	0	0	1	ensembl
MIR4455	miRNA	1	0	0	0	0	1	ensembl
ENSG00000279460	TEC	1	0	0	0	0	1	ensembl
LINC02437	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301811	lncRNA	1	0	0	0	0	1	ensembl
HELT	protein_coding	4	3	1	0	0	0	ensembl
LINC02436	lncRNA	99	0	0	0	0	99	ensembl
